OD ID,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment
OD3741,Normal,Female,Snacks and Fastfood,28.812,2,3.20332,57.624,12-Sep-23,17:24,Cash
OD3742,Member,Female,Snacks and Fastfood,312.123,3,320.43032,936.369,12-Sep-23,13:48,Debit Card
OD3743,Normal,Male,Frozen and poultry,20.38,2,2.092,40.76,12-Sep-23,15:01,Cash
OD3744,Member,Female,Food Grains,81.21,1,4.0322,81.21,12-Sep-23,16:19,Cash
OD3745,Normal,Male,Frozen and poultry,39.39,2,9.8432,78.78,12-Sep-23,17:17,Ewallet/Mo-Banking
OD3746,Normal,Female,Oil and masalas,30.128,3,4.2233,90.384,12-Sep-23,13:41,Ewallet/Mo-Banking
OD3747,Member,Male,Food and beverages,22.81,3,41.8232,68.43,12-Sep-23,19:25,Cash
OD3748,Normal,Female,Snacks and Fastfood,19.22,4,3.3,76.88,12-Sep-23,15:42,Debit Card
OD3749,Member,Female,Food Grains,123.38,3,33.428,370.14,12-Sep-23,10:43,Cash
OD3750,Member,Male,Food and beverages,89.8,2,44.9,179.6,12-Sep-23,10:54,Debit Card
OD3751,Normal,Male,Drinks/Beverage,38.123,4,12.2208,152.492,12-Sep-23,15:01,Debit Card
OD3752,Member,Male,Frozen and poultry,13.912,2,4.438,27.824,12-Sep-23,18:22,Ewallet/Mo-Banking
OD3753,Normal,Female,Drinks/Beverage,812.02,3,121.8032,2436.06,12-Sep-23,20:44,Cash
OD3754,Member,Male,Snacks and Fastfood,83.33,3,32.8232,249.99,12-Sep-23,17:24,Cash
OD3755,Normal,Male,Snacks and Fastfood,1212.012,3,1133.23122,3636.036,12-Sep-23,13:48,Debit Card
OD3756,Normal,Male,Frozen and poultry,83.08,1,4.124,83.08,12-Sep-23,15:01,Cash
OD3757,Member,Female,Food Grains,30.121,1,1.20322,30.121,12-Sep-23,16:19,Cash
OD3758,Normal,Male,Frozen and poultry,98.23,3,33.8932,294.69,12-Sep-23,17:17,Ewallet/Mo-Banking
OD3759,Normal,Female,Oil and masalas,10.99,2,2.3432,21.98,12-Sep-23,13:41,Ewallet/Mo-Banking
OD3760,Member,Male,Food and beverages,122.1132,3,43.38932,366.3396,12-Sep-23,19:25,Cash
OD3761,Normal,Female,Snacks and Fastfood,92.92,2,23.9832,185.84,12-Sep-23,15:42,Debit Card
OD3762,Member,Female,Food Grains,123.123,3,23.21882,369.369,12-Sep-23,10:43,Cash
OD3763,Member,Male,Food and beverages,28.12,3,34.89,84.36,12-Sep-23,10:54,Debit Card
OD3764,Normal,Male,Drinks/Beverage,99.912,3,34.93022,299.736,12-Sep-23,15:01,Debit Card
OD3765,Member,Male,Frozen and poultry,19.22,4,3.3,76.88,12-Sep-23,18:22,Ewallet/Mo-Banking
OD3766,Member,Female,Drinks/Beverage,123.38,3,33.428,370.14,12-Sep-23,20:44,Cash
OD3767,Normal,Male,Snacks and Fastfood,89.8,2,44.9,179.6,12-Sep-23,17:24,Cash
OD3768,Member,Male,Snacks and Fastfood,38.123,4,12.2208,152.492,12-Sep-23,13:48,Debit Card
OD3769,Normal,Male,Frozen and poultry,13.912,2,4.438,27.824,12-Sep-23,15:01,Cash
OD3770,Normal,Female,Food Grains,812.02,3,121.8032,2436.06,12-Sep-23,16:19,Cash
OD3771,Normal,Male,Frozen and poultry,83.33,3,32.8232,249.99,12-Sep-23,17:17,Ewallet/Mo-Banking
OD3772,Normal,Female,Oil and masalas,1212.012,3,1133.23122,3636.036,12-Sep-23,13:41,Ewallet/Mo-Banking
OD3773,Normal,Male,Food and beverages,83.08,1,4.124,83.08,12-Sep-23,19:25,Cash
OD3774,Member,Female,Snacks and Fastfood,30.121,1,1.20322,30.121,12-Sep-23,15:42,Debit Card
OD3775,Normal,Female,Food Grains,98.23,3,33.8932,294.69,12-Sep-23,10:43,Cash
OD3776,Member,Male,Food and beverages,10.99,2,2.3432,21.98,12-Sep-23,10:54,Debit Card
OD3777,Normal,Male,Drinks/Beverage,122.1132,3,43.38932,366.3396,12-Sep-23,15:01,Debit Card
OD3778,Normal,Male,Frozen and poultry,92.92,2,23.9832,185.84,12-Sep-23,18:22,Ewallet/Mo-Banking
OD3779,Member,Female,Drinks/Beverage,123.123,3,23.21882,369.369,12-Sep-23,20:44,Cash
OD3780,Normal,Male,Snacks and Fastfood,28.12,3,34.89,84.36,12-Sep-23,17:24,Cash
OD3781,Member,Male,Snacks and Fastfood,99.912,3,34.93022,299.736,12-Sep-23,13:48,Debit Card
OD3782,Normal,Male,Frozen and poultry,19.22,4,3.3,76.88,12-Sep-23,15:01,Cash
OD3783,Normal,Female,Food Grains,123.38,3,33.428,370.14,12-Sep-23,16:19,Cash
OD3784,Normal,Male,Frozen and poultry,89.8,2,44.9,179.6,12-Sep-23,17:17,Ewallet/Mo-Banking
OD3785,Normal,Female,Oil and masalas,38.123,4,12.2208,152.492,12-Sep-23,13:41,Ewallet/Mo-Banking
OD3786,Normal,Male,Food and beverages,13.912,2,4.438,27.824,12-Sep-23,19:25,Cash
OD3787,Member,Female,Snacks and Fastfood,812.02,3,121.8032,2436.06,12-Sep-23,15:42,Debit Card
OD3788,Normal,Female,Food Grains,83.33,3,32.8232,249.99,12-Sep-23,10:43,Cash
OD3789,Normal,Male,Food and beverages,1212.012,3,1133.23122,3636.036,12-Sep-23,10:54,Debit Card
OD3790,Member,Male,Drinks/Beverage,83.08,1,4.124,83.08,12-Sep-23,15:01,Debit Card
OD3791,Member,Male,Frozen and poultry,30.121,1,1.20322,30.121,12-Sep-23,18:22,Ewallet/Mo-Banking
OD3792,Normal,Female,Drinks/Beverage,98.23,3,33.8932,294.69,12-Sep-23,20:44,Cash
OD3793,Member,Male,Snacks and Fastfood,10.99,2,2.3432,21.98,12-Sep-23,17:24,Cash
OD3794,Member,Male,Snacks and Fastfood,122.1132,3,43.38932,366.3396,12-Sep-23,13:48,Debit Card
OD3795,Normal,Male,Frozen and poultry,92.92,2,23.9832,185.84,12-Sep-23,15:01,Cash
OD3796,Member,Male,Food Grains,123.123,3,23.21882,369.369,12-Sep-23,16:19,Cash
OD3797,Normal,Female,Frozen and poultry,28.12,3,34.89,84.36,12-Sep-23,17:17,Ewallet/Mo-Banking
OD3798,Normal,Male,Oil and masalas,99.912,3,34.93022,299.736,12-Sep-23,13:41,Ewallet/Mo-Banking
OD3799,Member,Female,Food and beverages,19.22,4,3.3,76.88,12-Sep-23,19:25,Cash
OD3800,Normal,Female,Snacks and Fastfood,123.38,3,33.428,370.14,13-Sep-23,15:42,Debit Card
OD3801,Member,Female,Food Grains,89.8,2,44.9,179.6,13-Sep-23,10:43,Cash
OD3802,Member,Male,Food and beverages,38.123,4,12.2208,152.492,13-Sep-23,10:54,Debit Card
OD3803,Member,Male,Drinks/Beverage,13.912,2,4.438,27.824,13-Sep-23,15:01,Debit Card
OD3804,Normal,Female,Frozen and poultry,812.02,3,121.8032,2436.06,13-Sep-23,18:22,Ewallet/Mo-Banking
OD3805,Normal,Female,Drinks/Beverage,83.33,3,32.8232,249.99,13-Sep-23,20:44,Cash
OD3806,Member,Male,Snacks and Fastfood,1212.012,3,1133.23122,3636.036,13-Sep-23,17:24,Cash
OD3807,Normal,Female,Snacks and Fastfood,83.08,1,4.124,83.08,13-Sep-23,13:48,Debit Card
OD3808,Normal,Female,Frozen and poultry,30.121,1,1.20322,30.121,13-Sep-23,15:01,Cash
OD3809,Normal,Male,Food Grains,98.23,3,33.8932,294.69,13-Sep-23,16:19,Cash
OD3810,Normal,Female,Frozen and poultry,10.99,2,2.3432,21.98,13-Sep-23,17:17,Ewallet/Mo-Banking
OD3811,Member,Male,Oil and masalas,122.1132,3,43.38932,366.3396,13-Sep-23,13:41,Ewallet/Mo-Banking
OD3812,Member,Female,Food and beverages,92.92,2,23.9832,185.84,13-Sep-23,19:25,Cash
OD3813,Normal,Female,Snacks and Fastfood,123.123,3,23.21882,369.369,13-Sep-23,15:42,Debit Card
OD3814,Member,Female,Food Grains,28.12,3,34.89,84.36,13-Sep-23,10:43,Cash
OD3815,Member,Male,Food and beverages,99.912,3,34.93022,299.736,13-Sep-23,10:54,Debit Card
OD3816,Member,Male,Drinks/Beverage,19.22,4,3.3,76.88,13-Sep-23,15:01,Debit Card
OD3817,Normal,Female,Frozen and poultry,123.38,3,33.428,370.14,13-Sep-23,18:22,Ewallet/Mo-Banking
OD3818,Normal,Female,Drinks/Beverage,89.8,2,44.9,179.6,13-Sep-23,20:44,Cash
OD3819,Member,Male,Snacks and Fastfood,38.123,4,12.2208,152.492,13-Sep-23,17:24,Cash
OD3820,Normal,Female,Snacks and Fastfood,13.912,2,4.438,27.824,13-Sep-23,13:48,Debit Card
OD3821,Member,Female,Frozen and poultry,812.02,3,121.8032,2436.06,13-Sep-23,15:01,Cash
OD3822,Member,Female,Food Grains,83.33,3,32.8232,249.99,13-Sep-23,16:19,Cash
OD3823,Member,Female,Frozen and poultry,1212.012,3,1133.23122,3636.036,13-Sep-23,17:17,Ewallet/Mo-Banking
OD3824,Normal,Male,Oil and masalas,83.08,1,4.124,83.08,13-Sep-23,13:41,Ewallet/Mo-Banking
OD3825,Normal,Female,Food and beverages,30.121,1,1.20322,30.121,13-Sep-23,19:25,Cash
OD3826,Member,Male,Snacks and Fastfood,98.23,3,33.8932,294.69,13-Sep-23,15:42,Debit Card
OD3827,Normal,Male,Food Grains,10.99,2,2.3432,21.98,13-Sep-23,10:43,Cash
OD3828,Member,Female,Food and beverages,122.1132,3,43.38932,366.3396,13-Sep-23,10:54,Debit Card
OD3829,Member,Female,Drinks/Beverage,92.92,2,23.9832,185.84,13-Sep-23,15:01,Debit Card
OD3830,Member,Female,Frozen and poultry,123.123,3,23.21882,369.369,13-Sep-23,18:22,Ewallet/Mo-Banking
OD3831,Member,Female,Drinks/Beverage,28.12,3,34.89,84.36,13-Sep-23,20:44,Cash
OD3832,Normal,Female,Snacks and Fastfood,99.912,3,34.93022,299.736,13-Sep-23,17:24,Cash
OD3833,Normal,Male,Snacks and Fastfood,19.22,4,3.3,76.88,13-Sep-23,13:48,Debit Card
OD3834,Member,Female,Frozen and poultry,123.38,3,33.428,370.14,13-Sep-23,15:01,Cash
OD3835,Member,Female,Food Grains,89.8,2,44.9,179.6,13-Sep-23,16:19,Cash
OD3836,Member,Female,Frozen and poultry,38.123,4,12.2208,152.492,13-Sep-23,17:17,Ewallet/Mo-Banking
OD3837,Normal,Male,Oil and masalas,13.912,2,4.438,27.824,13-Sep-23,13:41,Ewallet/Mo-Banking
OD3838,Normal,Female,Food and beverages,812.02,3,121.8032,2436.06,13-Sep-23,19:25,Cash
OD3839,Member,Male,Snacks and Fastfood,83.33,3,32.8232,249.99,13-Sep-23,15:42,Debit Card
OD3840,Member,Male,Food Grains,1212.012,3,1133.23122,3636.036,13-Sep-23,10:43,Cash
OD3841,Member,Female,Food and beverages,83.08,1,4.124,83.08,13-Sep-23,10:54,Debit Card
OD3842,Member,Female,Drinks/Beverage,30.121,1,1.20322,30.121,13-Sep-23,15:01,Debit Card
OD3843,Member,Female,Frozen and poultry,98.23,3,33.8932,294.69,13-Sep-23,18:22,Ewallet/Mo-Banking
OD3844,Normal,Female,Drinks/Beverage,10.99,2,2.3432,21.98,13-Sep-23,20:44,Cash
OD3845,Member,Female,Snacks and Fastfood,122.1132,3,43.38932,366.3396,13-Sep-23,17:24,Cash
OD3846,Normal,Male,Snacks and Fastfood,92.92,2,23.9832,185.84,13-Sep-23,13:48,Debit Card
OD3847,Normal,Female,Frozen and poultry,123.123,3,23.21882,369.369,13-Sep-23,15:01,Cash
OD3848,Normal,Female,Food Grains,28.12,3,34.89,84.36,13-Sep-23,16:19,Cash
OD3849,Normal,Male,Frozen and poultry,99.912,3,34.93022,299.736,13-Sep-23,17:17,Ewallet/Mo-Banking
OD3850,Normal,Male,Oil and masalas,19.22,4,3.3,76.88,13-Sep-23,13:41,Ewallet/Mo-Banking
OD3851,Normal,Male,Food and beverages,123.38,3,33.428,370.14,13-Sep-23,19:25,Cash
OD3852,Member,Male,Snacks and Fastfood,89.8,2,44.9,179.6,13-Sep-23,15:42,Debit Card
OD3853,Member,Male,Food Grains,38.123,4,12.2208,152.492,13-Sep-23,10:43,Cash
OD3854,Member,Female,Food and beverages,13.912,2,4.438,27.824,13-Sep-23,10:54,Debit Card
OD3855,Member,Female,Drinks/Beverage,812.02,3,121.8032,2436.06,13-Sep-23,15:01,Debit Card
OD3856,Member,Male,Frozen and poultry,83.33,3,32.8232,249.99,13-Sep-23,18:22,Ewallet/Mo-Banking
OD3857,Normal,Male,Drinks/Beverage,1212.012,3,1133.23122,3636.036,13-Sep-23,20:44,Cash
OD3858,Normal,Male,Snacks and Fastfood,83.08,1,4.124,83.08,13-Sep-23,17:24,Cash
OD3859,Normal,Female,Snacks and Fastfood,30.121,1,1.20322,30.121,13-Sep-23,13:48,Debit Card
OD3860,Normal,Female,Frozen and poultry,98.23,3,33.8932,294.69,13-Sep-23,15:01,Cash
OD3861,Normal,Female,Food Grains,10.99,2,2.3432,21.98,13-Sep-23,16:19,Cash
OD3862,Member,Male,Frozen and poultry,122.1132,3,43.38932,366.3396,13-Sep-23,17:17,Ewallet/Mo-Banking
OD3863,Member,Male,Oil and masalas,92.92,2,23.9832,185.84,13-Sep-23,13:41,Ewallet/Mo-Banking
OD3864,Member,Male,Food and beverages,123.123,3,23.21882,369.369,13-Sep-23,19:25,Cash
OD3865,Member,Male,Snacks and Fastfood,28.12,3,34.89,84.36,13-Sep-23,15:42,Debit Card
OD3866,Member,Male,Food Grains,99.912,3,34.93022,299.736,13-Sep-23,10:43,Cash
OD3867,Member,Female,Food and beverages,19.22,4,3.3,76.88,13-Sep-23,10:54,Debit Card
OD3868,Member,Female,Drinks/Beverage,123.38,3,33.428,370.14,13-Sep-23,15:01,Debit Card
OD3869,Member,Male,Frozen and poultry,89.8,2,44.9,179.6,14-Sep-23,18:22,Ewallet/Mo-Banking
OD3870,Normal,Male,Drinks/Beverage,38.123,4,12.2208,152.492,14-Sep-23,20:44,Cash
OD3871,Normal,Male,Food Grains,13.912,2,4.438,27.824,14-Sep-23,16:19,Cash
OD3872,Member,Male,Frozen and poultry,812.02,3,121.8032,2436.06,14-Sep-23,17:17,Ewallet/Mo-Banking
OD3873,Member,Female,Oil and masalas,83.33,3,32.8232,249.99,14-Sep-23,13:41,Ewallet/Mo-Banking
OD3874,Normal,Male,Food and beverages,1212.012,3,1133.23122,3636.036,14-Sep-23,19:25,Cash
OD3875,Normal,Female,Snacks and Fastfood,83.08,1,4.124,83.08,14-Sep-23,15:42,Debit Card
OD3876,Member,Male,Food Grains,30.121,1,1.20322,30.121,14-Sep-23,10:43,Cash
OD3877,Member,Male,Food and beverages,98.23,3,33.8932,294.69,14-Sep-23,10:54,Debit Card
OD3878,Normal,Female,Drinks/Beverage,10.99,2,2.3432,21.98,14-Sep-23,15:01,Debit Card
OD3879,Member,Female,Frozen and poultry,122.1132,3,43.38932,366.3396,14-Sep-23,18:22,Ewallet/Mo-Banking
OD3880,Normal,Female,Drinks/Beverage,92.92,2,23.9832,185.84,14-Sep-23,20:44,Cash
OD3881,Member,Female,Snacks and Fastfood,123.123,3,23.21882,369.369,14-Sep-23,17:24,Cash
OD3882,Member,Female,Snacks and Fastfood,28.12,3,34.89,84.36,14-Sep-23,13:48,Debit Card
OD3883,Member,Female,Frozen and poultry,99.912,3,34.93022,299.736,14-Sep-23,15:01,Cash
OD3884,Member,Male,Food Grains,19.22,4,3.3,76.88,14-Sep-23,16:19,Cash
OD3885,Member,Male,Frozen and poultry,123.38,3,33.428,370.14,14-Sep-23,17:17,Ewallet/Mo-Banking
OD3886,Member,Female,Oil and masalas,89.8,2,44.9,179.6,14-Sep-23,13:41,Ewallet/Mo-Banking
OD3887,Normal,Male,Food and beverages,38.123,4,12.2208,152.492,14-Sep-23,19:25,Cash
OD3888,Normal,Female,Snacks and Fastfood,13.912,2,4.438,27.824,14-Sep-23,15:42,Debit Card
OD3889,Member,Male,Food Grains,812.02,3,121.8032,2436.06,14-Sep-23,10:43,Cash
OD3890,Member,Male,Food and beverages,83.33,3,32.8232,249.99,14-Sep-23,10:54,Debit Card
OD3891,Normal,Female,Drinks/Beverage,1212.012,3,1133.23122,3636.036,14-Sep-23,15:01,Debit Card
OD3892,Normal,Female,Frozen and poultry,83.08,1,4.124,83.08,14-Sep-23,18:22,Ewallet/Mo-Banking
OD3893,Member,Female,Drinks/Beverage,30.121,1,1.20322,30.121,14-Sep-23,20:44,Cash
OD3894,Normal,Female,Snacks and Fastfood,98.23,3,33.8932,294.69,14-Sep-23,17:24,Cash
OD3895,Member,Female,Snacks and Fastfood,10.99,2,2.3432,21.98,14-Sep-23,13:48,Debit Card
OD3896,Member,Female,Frozen and poultry,122.1132,3,43.38932,366.3396,14-Sep-23,15:01,Cash
OD3897,Member,Male,Food Grains,92.92,2,23.9832,185.84,14-Sep-23,16:19,Cash
OD3898,Normal,,Frozen and poultry,123.123,3,23.21882,369.369,14-Sep-23,17:17,Ewallet/Mo-Banking
OD3899,Member,Female,Oil and masalas,28.12,3,34.89,84.36,14-Sep-23,13:41,Ewallet/Mo-Banking
OD3900,Normal,Male,Food and beverages,99.912,3,34.93022,299.736,14-Sep-23,19:25,Cash
OD3901,Normal,Female,Snacks and Fastfood,19.22,4,3.3,76.88,14-Sep-23,15:42,Debit Card
OD3902,Normal,Male,Food Grains,123.38,3,33.428,370.14,14-Sep-23,10:43,Cash
OD3903,Member,Male,Food and beverages,89.8,2,44.9,179.6,14-Sep-23,10:54,Debit Card
OD3904,Normal,Female,Drinks/Beverage,38.123,4,12.2208,152.492,14-Sep-23,15:01,Debit Card
OD3905,Normal,Female,Frozen and poultry,13.912,2,4.438,27.824,14-Sep-23,18:22,Ewallet/Mo-Banking
OD3906,Member,Female,Drinks/Beverage,812.02,3,121.8032,2436.06,14-Sep-23,20:44,Cash
OD3907,Normal,Female,Snacks and Fastfood,83.33,3,32.8232,249.99,14-Sep-23,17:24,Cash
OD3908,Member,Female,Snacks and Fastfood,1212.012,3,1133.23122,3636.036,14-Sep-23,13:48,Debit Card
OD3909,Member,Female,Frozen and poultry,83.08,1,4.124,83.08,14-Sep-23,15:01,Cash
OD3910,Member,Male,Food Grains,30.121,1,1.20322,30.121,14-Sep-23,16:19,Cash
OD3911,Normal,Male,Frozen and poultry,98.23,3,33.8932,294.69,14-Sep-23,17:17,Ewallet/Mo-Banking
OD3912,Member,Female,Oil and masalas,10.99,2,2.3432,21.98,14-Sep-23,13:41,Ewallet/Mo-Banking
OD3913,Normal,Male,Food and beverages,122.1132,3,43.38932,366.3396,14-Sep-23,19:25,Cash
OD3914,Normal,Female,Snacks and Fastfood,92.92,2,23.9832,185.84,14-Sep-23,15:42,Debit Card
OD3915,Member,Male,Food Grains,123.123,3,23.21882,369.369,14-Sep-23,10:43,Cash
OD3916,Member,Male,Food and beverages,28.12,3,34.89,84.36,14-Sep-23,10:54,Debit Card
OD3917,Normal,Female,Drinks/Beverage,99.912,3,34.93022,299.736,14-Sep-23,15:01,Debit Card
OD3918,Normal,Female,Frozen and poultry,19.22,4,3.3,76.88,14-Sep-23,18:22,Ewallet/Mo-Banking
OD3919,Member,Male,Oil and masalas,123.38,3,33.428,370.14,14-Sep-23,15:26,Ewallet/Mo-Banking
OD3920,Normal,Male,Snacks and Fastfood,89.8,2,44.9,179.6,14-Sep-23,13:32,Cash
OD3921,Normal,Female,Food and beverages,38.123,4,12.2208,152.492,14-Sep-23,18:08,Cash
OD3922,Member,Female,Food Grains,13.912,2,4.438,27.824,14-Sep-23,18:03,Debit Card
OD3923,Normal,Male,Oil and masalas,812.02,3,121.8032,2436.06,14-Sep-23,20:03,Debit Card
OD3924,Member,Female,Food Grains,83.33,3,32.8232,249.99,14-Sep-23,15:10,Cash
OD3925,Member,Male,Food Grains,1212.012,3,1133.23122,3636.036,14-Sep-23,12:07,Debit Card
OD3926,Member,Male,Snacks and Fastfood,83.08,1,4.124,83.08,14-Sep-23,17:59,Cash
OD3927,Normal,Female,Food and beverages,30.121,1,1.20322,30.121,14-Sep-23,14:42,Cash
OD3928,Normal,Female,Food Grains,98.23,3,33.8932,294.69,14-Sep-23,18:41,Debit Card
OD3929,Member,Male,Oil and masalas,10.99,2,2.3432,21.98,14-Sep-23,15:26,Ewallet/Mo-Banking
OD3930,Normal,Male,Snacks and Fastfood,122.1132,3,43.38932,366.3396,14-Sep-23,13:32,Cash
OD3931,Normal,Female,Food and beverages,92.92,2,23.9832,185.84,14-Sep-23,18:08,Cash
OD3932,Member,Female,Food Grains,123.123,3,23.21882,369.369,14-Sep-23,18:03,Debit Card
OD3933,Normal,Male,Oil and masalas,28.12,3,34.89,84.36,14-Sep-23,20:03,Debit Card
OD3934,Member,Female,Food Grains,99.912,3,34.93022,299.736,14-Sep-23,15:10,Cash
OD3935,Member,Male,Food Grains,19.22,4,3.3,76.88,14-Sep-23,12:07,Debit Card
OD3936,Member,Male,Snacks and Fastfood,123.38,3,33.428,370.14,14-Sep-23,17:59,Cash
OD3937,Normal,Female,Food and beverages,89.8,2,44.9,179.6,15-Sep-23,14:42,Cash
OD4002,Member,Female,Food Grains,99.912,3,34.93022,299.736,16-Sep-23,18:03,Debit Card
OD4003,Normal,Female,Oil and masalas,19.22,4,3.3,76.88,16-Sep-23,20:03,Debit Card
OD4004,Member,Male,Food Grains,123.38,3,33.428,370.14,16-Sep-23,15:10,Cash
OD4005,Member,Female,Food Grains,89.8,2,44.9,179.6,16-Sep-23,12:07,Debit Card
OD4006,Normal,Female,Snacks and Fastfood,38.123,4,12.2208,152.492,16-Sep-23,17:59,Cash
OD4007,Member,Female,Food and beverages,13.912,2,4.438,27.824,16-Sep-23,14:42,Cash
OD4008,Normal,Female,Food Grains,812.02,3,121.8032,2436.06,16-Sep-23,18:41,Debit Card
OD4009,Normal,Female,Oil and masalas,83.33,3,32.8232,249.99,16-Sep-23,15:26,Ewallet/Mo-Banking
OD4010,Member,Female,Snacks and Fastfood,1212.012,3,1133.23122,3636.036,16-Sep-23,13:32,Cash
OD4011,Member,Male,Food and beverages,83.08,1,4.124,83.08,16-Sep-23,18:08,Cash
OD4012,Member,Female,Food Grains,30.121,1,1.20322,30.121,16-Sep-23,18:03,Debit Card
OD4013,Normal,Female,Oil and masalas,98.23,3,33.8932,294.69,16-Sep-23,20:03,Debit Card
OD4014,Normal,Male,Food Grains,10.99,2,2.3432,21.98,16-Sep-23,15:10,Cash
OD4015,Member,Female,Food Grains,122.1132,3,43.38932,366.3396,16-Sep-23,12:07,Debit Card
OD4016,Normal,Female,Snacks and Fastfood,92.92,2,23.9832,185.84,16-Sep-23,17:59,Cash
OD4017,Normal,Female,Food and beverages,123.123,3,23.21882,369.369,16-Sep-23,14:42,Cash
OD4018,Member,Female,Food Grains,28.12,3,34.89,84.36,16-Sep-23,18:41,Debit Card
OD4019,Normal,Female,Oil and masalas,99.912,3,34.93022,299.736,16-Sep-23,15:26,Ewallet/Mo-Banking
OD4020,Normal,Female,Snacks and Fastfood,19.22,4,3.3,76.88,16-Sep-23,13:32,Cash
OD4021,Member,Male,Food and beverages,123.38,3,33.428,370.14,16-Sep-23,18:08,Cash
OD4022,Member,Female,Food Grains,89.8,2,44.9,179.6,16-Sep-23,18:03,Debit Card
OD4023,Normal,Male,Oil and masalas,38.123,4,12.2208,152.492,16-Sep-23,20:03,Debit Card
OD4024,Normal,Male,Food Grains,13.912,2,4.438,27.824,16-Sep-23,15:10,Cash
OD4025,Member,Male,Food Grains,812.02,3,121.8032,2436.06,16-Sep-23,12:07,Debit Card
OD4026,Normal,Male,Snacks and Fastfood,83.33,3,32.8232,249.99,16-Sep-23,17:59,Cash
OD4027,Normal,Male,Food and beverages,1212.012,3,1133.23122,3636.036,16-Sep-23,14:42,Cash
OD4028,Normal,Male,Food Grains,83.08,1,4.124,83.08,16-Sep-23,18:41,Debit Card
OD4029,Member,Female,Oil and masalas,30.121,1,1.20322,30.121,16-Sep-23,15:26,Ewallet/Mo-Banking
OD4030,Normal,Female,Snacks and Fastfood,98.23,3,33.8932,294.69,16-Sep-23,13:32,Cash
OD4031,Member,Male,Food and beverages,10.99,2,2.3432,21.98,16-Sep-23,18:08,Cash
OD4032,Normal,Female,Food Grains,122.1132,3,43.38932,366.3396,16-Sep-23,18:03,Debit Card
OD4033,Member,Male,Oil and masalas,92.92,2,23.9832,185.84,16-Sep-23,20:03,Debit Card
OD4034,Member,Male,Food Grains,123.123,3,23.21882,369.369,16-Sep-23,15:10,Cash
OD4035,Member,Male,Food Grains,28.12,3,34.89,84.36,16-Sep-23,12:07,Debit Card
OD4036,Member,Male,Snacks and Fastfood,99.912,3,34.93022,299.736,16-Sep-23,17:59,Cash
OD4037,Normal,Male,Food and beverages,19.22,4,3.3,76.88,16-Sep-23,14:42,Cash
OD4038,Normal,Male,Food Grains,123.38,3,33.428,370.14,16-Sep-23,18:41,Debit Card
OD4039,Normal,Male,Oil and masalas,89.8,2,44.9,179.6,16-Sep-23,15:26,Ewallet/Mo-Banking
OD4040,Normal,Male,Snacks and Fastfood,38.123,4,12.2208,152.492,16-Sep-23,13:32,Cash
OD4041,Member,Male,Food and beverages,13.912,2,4.438,27.824,16-Sep-23,18:08,Cash
OD4042,Normal,Female,Food Grains,812.02,3,121.8032,2436.06,16-Sep-23,18:03,Debit Card
OD4043,Member,Female,Oil and masalas,83.33,3,32.8232,249.99,16-Sep-23,20:03,Debit Card
OD4044,Member,Male,Food Grains,1212.012,3,1133.23122,3636.036,16-Sep-23,15:10,Cash
OD4045,Normal,Female,Food Grains,83.08,1,4.124,83.08,16-Sep-23,12:07,Debit Card
OD4046,Normal,Male,Snacks and Fastfood,30.121,1,1.20322,30.121,16-Sep-23,17:59,Cash
OD4047,Normal,Male,Food and beverages,98.23,3,33.8932,294.69,16-Sep-23,14:42,Cash
OD4048,Member,Male,Food Grains,10.99,2,2.3432,21.98,16-Sep-23,18:41,Debit Card
OD4049,Member,Male,Oil and masalas,122.1132,3,43.38932,366.3396,16-Sep-23,15:26,Ewallet/Mo-Banking
OD4050,Member,Male,Snacks and Fastfood,92.92,2,23.9832,185.84,16-Sep-23,13:32,Cash
OD4051,Member,Male,Food and beverages,123.123,3,23.21882,369.369,16-Sep-23,18:08,Cash
OD4052,Normal,Female,Food Grains,28.12,3,34.89,84.36,16-Sep-23,18:03,Debit Card
OD4053,Member,Female,Oil and masalas,99.912,3,34.93022,299.736,16-Sep-23,20:03,Debit Card
OD4054,Member,Male,Food Grains,19.22,4,3.3,76.88,16-Sep-23,15:10,Cash
OD4055,Normal,Female,Food Grains,123.38,3,33.428,370.14,16-Sep-23,12:07,Debit Card
OD4056,Member,Male,Snacks and Fastfood,89.8,2,44.9,179.6,16-Sep-23,17:59,Cash
OD4057,Normal,Male,Food and beverages,38.123,4,12.2208,152.492,16-Sep-23,14:42,Cash
OD4058,Normal,Male,Food Grains,13.912,2,4.438,27.824,16-Sep-23,18:41,Debit Card
OD4059,Member,Male,Oil and masalas,812.02,3,121.8032,2436.06,16-Sep-23,15:26,Ewallet/Mo-Banking
OD4060,Normal,Male,Snacks and Fastfood,83.33,3,32.8232,249.99,16-Sep-23,13:32,Cash
OD4061,Normal,Male,Food and beverages,1212.012,3,1133.23122,3636.036,16-Sep-23,18:08,Cash
OD4062,Member,Female,Food Grains,83.08,1,4.124,83.08,16-Sep-23,18:03,Debit Card
OD4063,Normal,Female,Oil and masalas,30.121,1,1.20322,30.121,16-Sep-23,20:03,Debit Card
OD4064,Member,Male,Food Grains,98.23,3,33.8932,294.69,16-Sep-23,15:10,Cash
OD4065,Normal,Female,Food Grains,10.99,2,2.3432,21.98,16-Sep-23,12:07,Debit Card
